Alloy code, C, Si, Mn, P, S, Ni, Cr, Mo, Cu, Al, N, Temperature (°„C), 0.2% Proof Stress (MPa), Tensile Strength (MPa), Elongation (%), Reduction in Area (%)
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0.032,0.0098,27,451,578,25,71
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0.032,0.0098,100,424,534,23,72
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0.032,0.0098,200,411,533,21,68
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0.032,0.0098,300,396,571,24,62
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0.032,0.0098,350,397,551,29,70
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0.032,0.0098,400,351,490,27,72
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0.032,0.0098,450,342,432,27,73
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0.032,0.0098,500,300,380,25,76
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0.032,0.0098,550,248,321,35,78
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0.032,0.0098,600,189,269,39,74
CbG,0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.021,0.0065,27,476,604,20,70
CbG,0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.021,0.0065,100,456,572,19,69
CbG,0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.021,0.0065,200,443,578,19,66
CbG,0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.021,0.0065,300,432,602,18,62
CbG,0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.021,0.0065,350,409,582,21,66
CbG,0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.021,0.0065,400,422,548,25,71
CbG,0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.021,0.0065,450,403,495,27,74
CbG,0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.021,0.0065,500,357,433,26,77
CbG,0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.021,0.0065,550,299,374,31,80
CbG,0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.021,0.0065,600,230,310,37,81
CbH,0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.036,0.0065,27,514,612,25,79
CbH,0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.036,0.0065,100,497,593,22,77
CbH,0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.036,0.0065,200,511,599,20,76
CbH,0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.036,0.0065,300,451,618,24,71
CbH,0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.036,0.0065,350,459,602,26,76
CbH,0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.036,0.0065,400,415,544,28,82
CbH,0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.036,0.0065,450,388,491,30,84
CbH,0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.036,0.0065,500,328,409,34,90
CbH,0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.036,0.0065,550,249,333,36,90
CbH,0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.036,0.0065,600,190,282,47,89
CbJ,0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.049,0.0026,27,623,736,19,70
CbJ,0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.049,0.0026,100,637,736,18,69
CbJ,0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.049,0.0026,200,594,712,18,67
CbJ,0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.049,0.0026,300,573,711,19,69
CbJ,0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.049,0.0026,350,517,660,20,76
CbJ,0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.049,0.0026,400,500,630,22,80
CbJ,0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.049,0.0026,450,483,576,19,81
CbJ,0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.049,0.0026,500,452,536,17,86
CbJ,0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.049,0.0026,550,368,464,22,87
CbJ,0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.049,0.0026,600,247,366,27,85
CbL,0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.042,0.007,27,666,676,23,70
CbL,0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.042,0.007,100,541,647,21,68
CbL,0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.042,0.007,200,507,630,19,68
CbL,0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.042,0.007,300,491,660,22,65
CbL,0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.042,0.007,350,467,630,28,75
CbL,0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.042,0.007,400,450,580,26,77
CbL,0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.042,0.007,450,409,517,28,79
CbL,0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.042,0.007,500,361,452,27,85
CbL,0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.042,0.007,550,281,382,30,82
CbL,0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.042,0.007,600,206,311,50,79
CbM,0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.035,0.0065,27,533,636,24,72
CbM,0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.035,0.0065,100,510,612,19,69
CbM,0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.035,0.0065,200,482,602,19,67
CbM,0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.035,0.0065,300,464,636,22,64
CbM,0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.035,0.0065,350,437,609,27,76
CbM,0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.035,0.0065,400,447,566,25,77
CbM,0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.035,0.0065,450,396,496,26,83
CbM,0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.035,0.0065,500,359,436,29,86
CbM,0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.035,0.0065,550,301,376,33,85
CbM,0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.035,0.0065,600,217,312,38,82
CbN,0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.03,0.0064,27,455,571,28,75
CbN,0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.03,0.0064,100,426,533,26,75
CbN,0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.03,0.0064,200,394,530,23,72
CbN,0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.03,0.0064,300,372,571,25,68
CbN,0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.03,0.0064,350,357,562,30,74
CbN,0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.03,0.0064,400,341,509,30,76
CbN,0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.03,0.0064,450,321,450,32,78
CbN,0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.03,0.0064,500,293,389,32,83
CbN,0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.03,0.0064,550,244,326,39,85
CbN,0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.03,0.0064,600,185,258,51,82
CbR,0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.006,0.0048,27,501,630,24,72
CbR,0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.006,0.0048,100,513,642,20,71
CbR,0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.006,0.0048,200,482,636,20,70
CbR,0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.006,0.0048,300,408,614,25,73
CbR,0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.006,0.0048,350,451,623,25,75
CbR,0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.006,0.0048,400,422,551,24,78
CbR,0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.006,0.0048,450,388,505,27,81
CbR,0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.006,0.0048,500,303,408,33,87
CbR,0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.006,0.0048,550,251,343,27,89
CbR,0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.006,0.0048,600,191,290,40,91
CbS,0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.04,0.006,27,530,630,24,77
CbS,0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.04,0.006,100,486,578,22,77
CbS,0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.04,0.006,200,465,570,21,77
CbS,0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.04,0.006,300,511,664,23,71
CbS,0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.04,0.006,350,451,598,29,81
CbS,0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.04,0.006,400,459,576,24,81
CbS,0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.04,0.006,450,383,475,31,84
CbS,0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.04,0.006,500,338,424,31,90
CbS,0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.04,0.006,550,276,364,39,90
CbS,0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.04,0.006,600,206,317,51,87
CbT,0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.04,0.0066,27,539,648,24,72
CbT,0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.04,0.0066,100,508,614,20,71
CbT,0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.04,0.0066,200,497,609,19,70
CbT,0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.04,0.0066,300,471,637,21,68
CbT,0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.04,0.0066,350,447,609,25,75
CbT,0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.04,0.0066,400,438,559,26,78
CbT,0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.04,0.0066,450,403,503,23,79
CbT,0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.04,0.0066,500,362,441,24,85
CbT,0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.04,0.0066,550,313,378,25,85
CbT,0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.04,0.0066,600,229,313,39,83
CbU,0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.05,0.0051,27,513,660,22,71
CbU,0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.05,0.0051,100,521,625,20,69
CbU,0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.05,0.0051,200,500,616,20,65
CbU,0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.05,0.0051,300,488,655,21,64
CbU,0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.05,0.0051,350,469,630,25,71
CbU,0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.05,0.0051,400,437,570,26,76
CbU,0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.05,0.0051,450,402,509,27,82
CbU,0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.05,0.0051,500,345,444,36,88
CbU,0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.05,0.0051,550,278,367,36,89
CbU,0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.05,0.0051,600,193,299,54,88
CbV,0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.015,0.0076,27,483,618,23,71
CbV,0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.015,0.0076,100,468,586,24,71
CbV,0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.015,0.0076,200,411,585,22,68
CbV,0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.015,0.0076,300,399,583,20,67
CbV,0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.015,0.0076,350,395,573,24,68
CbV,0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.015,0.0076,400,360,517,24,72
CbV,0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.015,0.0076,450,312,442,28,75
CbV,0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.015,0.0076,500,265,378,39,79
CbV,0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.015,0.0076,550,229,330,39,78
CbV,0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.015,0.0076,600,185,270,31,77
CbW,0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.029,0.0068,27,488,601,27,77
CbW,0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.029,0.0068,100,463,569,24,78
CbW,0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.029,0.0068,200,445,585,22,72
CbW,0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.029,0.0068,300,425,604,25,74
CbW,0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.029,0.0068,350,420,599,28,76
CbW,0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.029,0.0068,400,407,530,30,82
CbW,0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.029,0.0068,450,356,468,32,84
CbW,0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.029,0.0068,500,328,416,38,89
CbW,0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.029,0.0068,550,256,328,46,91
CbW,0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.029,0.0068,600,193,279,54,91
CbX,0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.045,0.0025,27,537,672,22,71
CbX,0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.045,0.0025,100,508,640,19,69
CbX,0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.045,0.0025,200,532,666,18,68
CbX,0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.045,0.0025,300,461,634,21,70
CbX,0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.045,0.0025,350,465,632,26,80
CbX,0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.045,0.0025,400,413,566,28,83
CbX,0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.045,0.0025,450,411,519,24,83
CbX,0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.045,0.0025,500,394,478,25,88
CbX,0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.045,0.0025,550,335,415,24,87
CbX,0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.045,0.0025,600,234,330,37,84
CbY,0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.037,0.0072,27,476,603,27,76
CbY,0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.037,0.0072,100,451,567,24,76
CbY,0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.037,0.0072,200,426,569,24,74
CbY,0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.037,0.0072,300,410,607,27,70
CbY,0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.037,0.0072,350,391,580,29,75
CbY,0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.037,0.0072,400,378,532,29,79
CbY,0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.037,0.0072,450,359,473,30,82
CbY,0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.037,0.0072,500,325,405,32,85
CbY,0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.037,0.0072,550,253,341,38,84
CbY,0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.037,0.0072,600,193,276,50,78
CbZ,0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.033,0.0079,27,577,693,20,62
CbZ,0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.033,0.0079,100,546,663,17,60
CbZ,0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.033,0.0079,200,542,679,18,60
CbZ,0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.033,0.0079,300,483,664,18,59
CbZ,0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.033,0.0079,350,487,655,25,66
CbZ,0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.033,0.0079,400,452,583,24,71
CbZ,0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.033,0.0079,450,404,513,25,78
CbZ,0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.033,0.0079,500,360,450,31,83
CbZ,0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.033,0.0079,550,27,375,38,81
CbZ,0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.033,0.0079,600,198,313,30,77
CCA,0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.003,0.0111,27,359,578,27,70
CCA,0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.003,0.0111,100,371,558,20,65
CCA,0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.003,0.0111,150,367,651,16,51
CCA,0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.003,0.0111,200,358,690,17,45
CCA,0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.003,0.0111,250,305,696,22,49
CCA,0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.003,0.0111,300,290,677,27,59
CCA,0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.003,0.0111,350,258,627,30,65
CCA,0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.003,0.0111,400,243,572,29,67
CCA,0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.003,0.0111,450,240,498,30,72
CCA,0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.003,0.0111,500,181,416,33,79
CCA,0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.003,0.0111,550,203,320,40,86
CCB,0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.0116,27,382,580,28,70
CCB,0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.0116,100,381,561,22,66
CCB,0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.0116,150,372,650,18,49
CCB,0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.0116,200,396,705,16,47
CCB,0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.0116,250,326,710,22,48
CCB,0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.0116,300,282,682,27,56
CCB,0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.0116,350,268,632,28,65
CCB,0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.0116,400,244,575,28,68
CCB,0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.0116,450,224,500,29,72
CCB,0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.0116,500,209,428,30,78
CCB,0.22,0.22,1.24,0.021,0.008,0.03,0.05,0.017,0.01,0.005,0.0116,550,200,328,40,86
